# x, r_0
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.691402200000002054e+01,1.188739999999999936e-01,0.000000000000000000e+00
1.515151515151515194e-02,1.515151515151482060e-02,0.000000000000000000e+00,2.702185099999998741e+01,1.195460000000000134e-01,0.000000000000000000e+00
3.030303030303030387e-02,3.030303030302990142e-02,0.000000000000000000e+00,2.713470900000000796e+01,1.202500000000000097e-01,0.000000000000000000e+00
4.545454545454545581e-02,4.545454545454515050e-02,0.000000000000000000e+00,2.725281299999999973e+01,1.209879999999999983e-01,0.000000000000000000e+00
6.060606060606060774e-02,6.060606060606010814e-02,0.000000000000000000e+00,2.737639000000000777e+01,1.217599999999999932e-01,0.000000000000000000e+00
7.575757575757575968e-02,7.575757575757541273e-02,0.000000000000000000e+00,2.750580900000000284e+01,1.225699999999999984e-01,0.000000000000000000e+00
9.090909090909091161e-02,9.090909090909027324e-02,0.000000000000000000e+00,2.764127700000002008e+01,1.234169999999999989e-01,0.000000000000000000e+00
1.060606060606060635e-01,1.060606060606056195e-01,0.000000000000000000e+00,2.778317600000000098e+01,1.243050000000000127e-01,0.000000000000000000e+00
1.212121212121212155e-01,1.212121212121208685e-01,0.000000000000000000e+00,2.793180699999999916e+01,1.252349999999999852e-01,0.000000000000000000e+00
1.363636363636363535e-01,1.363636363636359372e-01,0.000000000000000000e+00,2.808754700000002202e+01,1.262100000000000166e-01,0.000000000000000000e+00
1.515151515151515194e-01,1.515151515151512140e-01,0.000000000000000000e+00,2.825080499999998906e+01,1.272350000000000148e-01,0.000000000000000000e+00
1.666666666666666852e-01,1.666666666666661301e-01,0.000000000000000000e+00,2.842197800000000285e+01,1.283060000000000034e-01,0.000000000000000000e+00
1.818181818181818232e-01,1.818181818181813236e-01,0.000000000000000000e+00,2.860151699999999408e+01,1.294339999999999935e-01,0.000000000000000000e+00
1.969696969696969613e-01,1.969696969696964339e-01,0.000000000000000000e+00,2.878992599999999769e+01,1.306140000000000079e-01,0.000000000000000000e+00
2.121212121212121271e-01,2.121212121212115720e-01,0.000000000000000000e+00,2.898769599999999613e+01,1.318580000000000030e-01,0.000000000000000000e+00
2.272727272727272929e-01,2.272727272727267100e-01,0.000000000000000000e+00,2.919541500000002188e+01,1.331620000000000026e-01,0.000000000000000000e+00
