# x, r_0
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.382800000000004914e+00
2.020202020202020374e-02,2.020202020201980475e-02,0.000000000000000000e+00,5.415372000000002295e+00
4.040404040404040747e-02,4.040404040403994951e-02,0.000000000000000000e+00,5.451071999999999917e+00
6.060606060606060774e-02,6.060606060606018447e-02,0.000000000000000000e+00,5.490163000000001681e+00
8.080808080808081495e-02,8.080808080808030147e-02,0.000000000000000000e+00,5.532915000000006245e+00
1.010101010101010222e-01,1.010101010101005781e-01,0.000000000000000000e+00,5.579644000000004489e+00
1.212121212121212155e-01,1.212121212121206604e-01,0.000000000000000000e+00,5.630765999999999494e+00
1.414141414141414366e-01,1.414141414141409925e-01,0.000000000000000000e+00,5.686605000000008125e+00
1.616161616161616299e-01,1.616161616161611581e-01,0.000000000000000000e+00,5.747644000000002862e+00
1.818181818181818232e-01,1.818181818181813236e-01,0.000000000000000000e+00,5.814345999999998682e+00
2.020202020202020443e-01,2.020202020202016835e-01,0.000000000000000000e+00,5.887251000000001788e+00
2.222222222222222376e-01,2.222222222222214050e-01,0.000000000000000000e+00,5.966977000000003528e+00
2.424242424242424310e-01,2.424242424242419869e-01,0.000000000000000000e+00,6.054103999999998820e+00
2.626262626262626521e-01,2.626262626262618749e-01,0.000000000000000000e+00,6.149397999999997033e+00
2.828282828282828731e-01,2.828282828282823735e-01,0.000000000000000000e+00,6.253669000000003031e+00
3.030303030303030387e-01,3.030303030303028167e-01,0.000000000000000000e+00,6.367796999999999485e+00
3.232323232323232598e-01,3.232323232323225937e-01,0.000000000000000000e+00,6.492774999999998187e+00
3.434343434343434809e-01,3.434343434343433699e-01,0.000000000000000000e+00,6.629744000000001414e+00
3.636363636363636465e-01,3.636363636363629248e-01,0.000000000000000000e+00,6.779941999999994806e+00
3.838383838383838675e-01,3.838383838383829794e-01,0.000000000000000000e+00,6.944769000000003523e+00
4.040404040404040886e-01,4.040404040404039776e-01,0.000000000000000000e+00,7.125820999999999295e+00
4.242424242424242542e-01,4.242424242424234215e-01,0.000000000000000000e+00,7.324899999999999523e+00
4.444444444444444753e-01,4.444444444444433095e-01,0.000000000000000000e+00,7.544033999999997242e+00
4.646464646464646964e-01,4.646464646464644743e-01,0.000000000000000000e+00,7.785504000000004865e+00
4.848484848484848619e-01,4.848484848484844179e-01,0.000000000000000000e+00,8.051952000000001775e+00
5.050505050505050830e-01,5.050505050505046389e-01,0.000000000000000000e+00,8.346429000000002318e+00
5.252525252525253041e-01,5.252525252525248600e-01,0.000000000000000000e+00,8.672337000000005958e+00
5.454545454545455252e-01,5.454545454545447480e-01,0.000000000000000000e+00,9.033694999999996256e+00
5.656565656565657463e-01,5.656565656565650801e-01,0.000000000000000000e+00,9.435122000000006892e+00
5.858585858585858563e-01,5.858585858585853012e-01,0.000000000000000000e+00,9.881956999999999880e+00
6.060606060606060774e-01,6.060606060606058554e-01,0.000000000000000000e+00,1.038057099999999267e+01
6.262626262626262985e-01,6.262626262626251883e-01,0.000000000000000000e+00,1.093830500000000683e+01
