X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
1.327469823,0.110820079,3.98778E-16,0.241937929,0.010959182,0.012469806,0.139215904,0.070725805,0.006344758,0.028415309,0.005667512,4.42006E-86,8.6224E-144,2.0537E-105,3.5991E-133,5.2146E-123
0.195203643,0.640733012,0.023859611,0.057815688,0.021465159,0.039777214,0.04634958,0.045339453,0.053667798,0.03014935,0.014337831,6.25157E-60,3.9384E-92,1.50886E-95,7.8495E-101,1.5425E-131
3.69649E-20,0.078665294,0.955202078,0.041055368,9.70126E-26,0.009068625,0.012178365,0.022614694,0.035037175,0.02740654,0.018052895,0.006939438,0.004877761,0.001314323,3.52364E-73,3.3749E-110
1.35376E-52,0.041272862,0.703048211,1.542008202,0.010831603,0.016122589,0.012810264,0.026998983,0.03896117,0.037120664,0.042301351,0.005742941,0.004008851,0.001612423,2.3198E-97,4.1483E-113
1.56511E-19,3.31812E-17,0.002283544,0.379069112,0.162542752,0.05760461,0.006518835,0.01170136,0.001713691,0.008070398,0.007445625,0.001495781,9.84956E-35,4.36076E-52,2.4391E-118,1.4147E-129
0.014549806,0.015425193,0.005236412,5.15326E-16,0.158912243,0.138849469,0.0089449,0.014418231,0.016988045,0.010977506,0.010098245,0.020373763,0.002513839,7.18806E-65,2.80334E-93,2.1058E-119
0.036494619,1.31829E-15,4.43401E-60,4.70677E-19,0.018908987,1.88648E-35,5.15923E-24,0.05894952,4.90164E-24,3.7664E-42,0.025743217,2.48781E-29,1.76411E-93,2.1268E-78,5.3755E-135,2.168E-119
0.00516195,0.172829285,0.226469472,0.182528738,0.011755202,5.38822E-17,0.064514405,0.007710452,0.01526619,0.022599409,0.003171633,5.61043E-77,1.7678E-100,1.2914E-121,1.153E-121,1.8968E-113
3.83125E-45,0.044378426,0.169334482,0.647587616,1.47143E-44,5.79826E-71,0.014514936,9.39558E-27,0.063875866,0.031499773,3.4342E-36,1.34433E-56,8.3524E-153,2.0205E-122,7.7912E-114,1.6383E-121
3.55208E-55,1.46025E-14,0.28172326,1.34118036,1.14459E-61,2.34492E-74,3.35946E-80,5.08575E-36,0.060273612,0.046419907,0.009476457,7.40441E-78,1.2508E-96,3.041E-117,1.7096E-121,8.0541E-106
0.19503065,0.202400289,0.020488099,0.513156147,2.82903E-38,8.15262E-95,4.86055E-54,1.56122E-80,0.013360898,2.37911E-19,2.21808E-34,5.35088E-50,2.6827E-134,3.59E-113,1.72026E-90,1.18588E-71
5.25188E-47,5.79773E-38,5.79494E-70,2.08186E-74,4.35722E-68,0.01389495,2.94359E-65,0.014144835,0.017104694,0.049813071,0.01642562,0.039592864,4.26002E-48,5.20892E-66,0.007032424,0.007139283
1.55267E-66,0.162944581,6.11375E-92,1.17231E-98,9.29513E-91,2.03483E-93,1.14826E-53,2.39598E-86,3.31347E-71,3.98011E-82,6.85815E-50,9.61601E-48,1.34644E-82,0.023732656,2.42427E-70,1.80055E-65
3.96953E-72,2.27996E-75,8.77879E-61,1.2625E-137,7.7842E-133,6.3482E-100,2.8899E-148,1.3076E-104,4.2142E-122,1.4498E-122,2.1333E-121,3.7232E-131,1.28808E-96,1.23165E-93,2.54675E-86,7.7529E-127
1.3784E-154,3.49698E-85,1.3918E-139,1.1917E-127,1.3607E-112,5.0005E-111,2.4438E-126,3.0481E-111,1.3306E-116,3.3936E-109,1.5997E-116,6.6146E-127,5.9706E-117,3.42132E-96,2.0076E-130,1.64E-123
3.7378E-127,2.8228E-117,4.0725E-124,7.4605E-108,2.4853E-114,1.7614E-116,1.5275E-113,1.854E-114,1.4434E-116,1.7934E-114,2.1244E-113,5.5268E-111,2.5344E-117,5.5728E-118,8.8416E-118,2.0105E-110
