# day, deaths
0.000000000000000000e+00,3.778181592132270453e+04
1.000000000000000000e+00,3.778181592132270453e+04
2.000000000000000000e+00,3.778181671364411886e+04
3.000000000000000000e+00,3.778181787038868060e+04
4.000000000000000000e+00,3.778181927990814438e+04
5.000000000000000000e+00,3.778182086450771021e+04
6.000000000000000000e+00,3.778182257222010230e+04
7.000000000000000000e+00,3.778182436976562894e+04
8.000000000000000000e+00,3.778182623714779038e+04
9.000000000000000000e+00,3.778182816375099355e+04
1.000000000000000000e+01,3.778183014563866891e+04
1.100000000000000000e+01,3.778183218373621639e+04
1.200000000000000000e+01,3.778183428265096154e+04
1.300000000000000000e+01,3.778183644993156486e+04
1.400000000000000000e+01,3.778183869563820917e+04
1.500000000000000000e+01,3.778184103212723858e+04
1.600000000000000000e+01,3.778184347398853424e+04
1.700000000000000000e+01,3.778184603809560940e+04
1.800000000000000000e+01,3.778184874374272476e+04
1.900000000000000000e+01,3.778185161285365029e+04
2.000000000000000000e+01,3.778185467025105754e+04
2.100000000000000000e+01,3.778185794398612052e+04
2.200000000000000000e+01,3.778186146572666621e+04
2.300000000000000000e+01,3.778186527120441315e+04
2.400000000000000000e+01,3.778186940072859579e+04
2.500000000000000000e+01,3.778187389977036946e+04
2.600000000000000000e+01,3.778187881962591928e+04
2.700000000000000000e+01,3.778188421816799382e+04
2.800000000000000000e+01,3.778189016069461650e+04
2.900000000000000000e+01,3.778189672089066880e+04
3.000000000000000000e+01,3.778190398191357235e+04
3.100000000000000000e+01,3.778191203761904762e+04
3.200000000000000000e+01,3.778192099394762772e+04
3.300000000000000000e+01,3.778193097048843629e+04
3.400000000000000000e+01,3.778194210224800918e+04
3.500000000000000000e+01,3.778195454164534749e+04
3.600000000000000000e+01,3.778196846076696238e+04
3.700000000000000000e+01,3.778198405391252891e+04
3.800000000000000000e+01,3.778200154046984972e+04
3.900000000000000000e+01,3.778202116816142370e+04
4.000000000000000000e+01,3.778204321671076468e+04
4.100000000000000000e+01,3.778206800198220299e+04
4.200000000000000000e+01,3.778209588065450953e+04
4.300000000000000000e+01,3.778212725549947208e+04
4.400000000000000000e+01,3.778216258134059899e+04
4.500000000000000000e+01,3.778220237178019306e+04
4.600000000000000000e+01,3.778224720679539314e+04
4.700000000000000000e+01,3.778229774131148588e+04
4.800000000000000000e+01,3.778235471487877658e+04
4.900000000000000000e+01,3.778241896259848727e+04
5.000000000000000000e+01,3.778249142744847632e+04
5.100000000000000000e+01,3.778257317419837636e+04
5.200000000000000000e+01,3.778266540510475170e+04
5.300000000000000000e+01,3.778276947762406780e+04
5.400000000000000000e+01,3.778288692438994622e+04
5.500000000000000000e+01,3.778301947574669612e+04
5.600000000000000000e+01,3.778316908515851537e+04
5.700000000000000000e+01,3.778333795785593975e+04
5.800000000000000000e+01,3.778352858312474564e+04
5.900000000000000000e+01,3.778374377069063485e+04
6.000000000000000000e+01,3.778398669170447101e+04
6.100000000000000000e+01,3.778426092489854636e+04
6.200000000000000000e+01,3.778457050853912369e+04
6.300000000000000000e+01,3.778491999888468126e+04
6.400000000000000000e+01,3.778531453592324397e+04
6.500000000000000000e+01,3.778575991726024222e+04
6.600000000000000000e+01,3.778626268110823003e+04
6.700000000000000000e+01,3.778683019943214458e+04
6.800000000000000000e+01,3.778747078240584233e+04
6.900000000000000000e+01,3.778819379544058756e+04
7.000000000000000000e+01,3.778900979015479970e+04
7.100000000000000000e+01,3.778993065076632774e+04
7.200000000000000000e+01,3.779096975748710975e+04
7.300000000000000000e+01,3.779214216860297893e+04
7.400000000000000000e+01,3.779346482299573836e+04
7.500000000000000000e+01,3.779495676492317580e+04
7.600000000000000000e+01,3.779663939288940310e+04
7.700000000000000000e+01,3.779853673440822604e+04
7.800000000000000000e+01,3.780067574835864070e+04
7.900000000000000000e+01,3.780308665643475251e+04
8.000000000000000000e+01,3.780580330487215542e+04
8.100000000000000000e+01,3.780886355715579703e+04
8.200000000000000000e+01,3.781230971772626799e+04
8.300000000000000000e+01,3.781618898576510401e+04
8.400000000000000000e+01,3.782055393688497134e+04
8.500000000000000000e+01,3.782546302890326479e+04
8.600000000000000000e+01,3.783098112577603752e+04
8.700000000000000000e+01,3.783718003111636790e+04
